farm_id,region,soil_type,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,recommended_irrigation_mm,sowing_date,harvest_date,crop_growth_days,NDVI_index
IND07119,Maharashtra,Laterite,Groundnut,23.1,6,31.1,205.9,56,9.5,11-06-2024,08-09-2024,89,0.68
IND07120,Telangana,Red,Groundnut,22.2,6.8,39.3,57.6,69,34.7,06-06-2024,21-09-2024,107,0.36
IND07121,Tamil Nadu,Laterite,Groundnut,22.1,7.4,39.2,49.7,62.2,13,21-07-2024,09-11-2024,111,0.38
IND07122,Kerala,Laterite,Groundnut,25.9,6.5,27.9,185.9,80.6,31.3,16-01-2024,26-05-2024,131,0.67
IND07123,Madhya Pradesh,Red,Groundnut,32.9,7.6,37,75.4,44.9,15.1,08-03-2024,21-07-2024,135,0.61
IND07124,Punjab,Alluvial,Maize,22,7.6,39.2,291.2,76.2,10.6,14-01-2024,21-06-2024,159,0.68
IND07125,Maharashtra,Laterite,Rice,27.6,6.5,22.6,156.7,65.2,15.6,07-01-2024,10-04-2024,94,0.79
IND07126,Odisha,Laterite,Rice,35.3,6.5,33.1,69.8,82.6,5.2,17-08-2024,08-12-2024,113,0.8
IND07127,Maharashtra,Black,Cotton,13.7,6.4,38.8,105.4,84.3,31.1,10-12-2024,01-05-2025,142,0.46
IND07128,Karnataka,Black,Sugarcane,37.2,6.3,20.2,210.6,78.2,21.5,19-02-2024,12-06-2024,114,0.79
IND07129,Odisha,Alluvial,Wheat,22.9,7.1,20.3,79.9,44.3,5.5,22-08-2024,05-01-2025,136,0.89
IND07130,West Bengal,Alluvial,Sugarcane,28,7.1,29.3,179.4,80.5,22.9,18-04-2024,28-07-2024,101,0.87
IND07131,Odisha,Alluvial,Pulses,43.4,6.3,18.2,40.5,41.6,4.7,18-12-2024,14-03-2025,86,0.64
IND07132,Andhra Pradesh,Red,Maize,43.4,6.7,29.4,108.5,43.5,4.6,16-08-2024,10-12-2024,116,0.67
IND07133,Uttar Pradesh,Alluvial,Rice,13.5,6.5,35.2,239.1,83.1,16.1,15-07-2024,17-12-2024,155,0.75
IND07134,Madhya Pradesh,Black,Wheat,31.1,6.5,24.5,262,56.1,25.9,19-07-2024,18-11-2024,122,0.66
IND07135,Karnataka,Laterite,Groundnut,28.6,7.5,20,282.7,62,0,11-03-2024,11-08-2024,153,0.7
IND07136,Maharashtra,Red,Maize,20.6,6.8,25.8,156.7,52.5,19.2,23-04-2024,23-07-2024,91,0.64
IND07137,Tamil Nadu,Red,Millet,20.1,7.6,31.8,195.2,53.4,26.1,06-12-2024,07-03-2025,91,0.84
IND07138,Tamil Nadu,Red,Maize,35.5,7.4,27.4,250.7,62.5,0,21-09-2024,10-01-2025,111,0.69
IND07139,Andhra Pradesh,Red,Maize,17.9,7,27.7,64.9,74,18.9,10-02-2024,02-07-2024,143,0.81
IND07140,Gujarat,Black,Sugarcane,24,6.9,39.6,42.4,54,31.6,14-10-2024,04-02-2025,113,0.61
IND07141,West Bengal,Laterite,Rice,33.5,7.8,19.6,84,84.4,28.8,04-10-2024,18-01-2025,106,0.86
IND07142,Karnataka,Laterite,Rice,13.4,6.8,39.8,231,78.9,20.9,24-04-2024,15-09-2024,144,0.53
IND07143,Madhya Pradesh,Red,Groundnut,25.6,6.3,29.9,65.2,76.6,38.9,14-12-2024,12-03-2025,88,0.87
IND07144,Telangana,Black,Wheat,16.7,7.7,37.1,120.4,70.1,28.2,22-09-2024,15-02-2025,146,0.81
IND07145,Tamil Nadu,Black,Wheat,18.3,7.4,32.6,294.1,50.6,11.4,05-04-2024,15-07-2024,101,0.46
IND07146,Tamil Nadu,Laterite,Groundnut,30.4,7.7,19.6,275.5,57.4,17.4,03-01-2024,05-04-2024,93,0.8
IND07147,Rajasthan,Alluvial,Wheat,21.3,6.7,23.1,240.1,72.3,0,16-05-2024,02-10-2024,139,0.68
IND07148,Madhya Pradesh,Black,Cotton,39.7,6.4,19.7,40.9,65.4,8.3,19-08-2024,26-11-2024,99,0.41
IND07149,Andhra Pradesh,Black,Sugarcane,40.2,7.6,27.8,199.3,54.7,15.5,05-02-2024,16-06-2024,132,0.53
IND07150,Andhra Pradesh,Black,Sugarcane,21.2,6.3,29.1,255.1,42,25.5,10-01-2024,16-06-2024,158,0.82
IND07151,Punjab,Alluvial,Rice,25.3,7.1,39.8,54,62.8,8.7,19-08-2024,27-11-2024,100,0.75
IND07152,Tamil Nadu,Black,Sugarcane,33.9,6,30.1,137.8,70.1,13.8,07-10-2024,13-03-2025,157,0.83
IND07153,Maharashtra,Red,Pulses,22,7.3,21.1,187.4,87.7,1.3,17-04-2024,25-08-2024,130,0.39
IND07154,Madhya Pradesh,Red,Maize,39.4,6.8,33,39.6,85,26,21-04-2024,25-07-2024,95,0.52
IND07155,Uttar Pradesh,Alluvial,Wheat,23.7,6.4,35.9,241.7,72.2,0,05-11-2024,10-03-2025,125,0.86
IND07156,West Bengal,Alluvial,Pulses,15,7.1,20.7,79.4,81.6,40.4,01-05-2024,03-09-2024,125,0.88
IND07157,Kerala,Laterite,Rice,16.9,7.8,33.3,277.8,44.8,11.3,15-08-2024,20-01-2025,158,0.7
IND07158,Punjab,Alluvial,Pulses,32.8,7.5,30.4,139.1,61,9.5,20-10-2024,13-02-2025,116,0.68
IND07159,Rajasthan,Desert,Millet,24.7,6.5,31.9,134.9,43.9,12.9,14-10-2024,16-03-2025,153,0.54
IND07160,Haryana,Alluvial,Wheat,22.4,7.3,22,148.5,47.3,17.2,25-03-2024,22-08-2024,150,0.63
IND07161,Maharashtra,Black,Wheat,31.3,6.4,30.6,48,67.7,24.5,07-01-2024,03-05-2024,117,0.62
IND07162,Uttar Pradesh,Alluvial,Rice,34.6,7.7,22.4,118.8,88.4,0,15-03-2024,10-07-2024,117,0.59
IND07163,Tamil Nadu,Red,Millet,39.4,7.5,33.1,160.1,64.2,15.9,10-07-2024,05-12-2024,148,0.77
IND07164,Kerala,Laterite,Rice,38.1,6.8,29.7,277,42.3,21.7,11-03-2024,08-06-2024,89,0.79
IND07165,Kerala,Laterite,Groundnut,41.5,7.3,31.4,290.5,70.1,18.1,14-05-2024,19-09-2024,128,0.44
IND07166,Punjab,Alluvial,Maize,44.4,6.2,27.3,33.9,51.5,35.6,02-08-2024,06-01-2025,157,0.58
IND07167,Andhra Pradesh,Red,Pulses,39.9,6.2,29.9,192.2,51.6,2.4,05-06-2024,18-10-2024,135,0.55
IND07168,Haryana,Alluvial,Sugarcane,25.1,7.2,25.1,234.8,83.2,0,02-04-2024,07-07-2024,96,0.75
IND07169,Bihar,Alluvial,Maize,30.3,7.4,24.8,185.4,77.1,29.6,22-08-2024,21-01-2025,152,0.58
IND07170,Gujarat,Black,Wheat,20.9,7.8,39.4,133.4,61.3,23,17-03-2024,19-08-2024,155,0.89
IND07171,Telangana,Red,Millet,14.8,6.8,27.2,156.2,78.9,6.6,10-05-2024,18-08-2024,100,0.71
IND07172,Rajasthan,Desert,Millet,43.7,7.4,37.6,62.3,86.6,26.5,24-12-2024,06-05-2025,133,0.65
IND07173,Uttar Pradesh,Alluvial,Maize,22.2,7.7,29.4,239.5,67.3,0,20-11-2024,01-03-2025,101,0.42
IND07174,Tamil Nadu,Laterite,Rice,30.6,6.1,40,127.8,62.7,17.1,03-12-2024,08-05-2025,156,0.61
IND07175,Madhya Pradesh,Black,Wheat,42.6,6.6,21.9,204,52,1.1,12-06-2024,14-09-2024,94,0.7
IND07176,Gujarat,Black,Wheat,36.2,6.8,18.4,32.6,51.7,39.5,03-02-2024,30-04-2024,87,0.67
IND07177,Uttar Pradesh,Alluvial,Rice,37.3,6.6,23.2,86.3,61.5,30.6,12-10-2024,11-01-2025,91,0.54
IND07178,Tamil Nadu,Black,Sugarcane,34.9,6.7,34.1,78.8,70.5,38.5,16-07-2024,23-12-2024,160,0.8
IND07179,Andhra Pradesh,Red,Millet,27.3,7.3,39,74.9,68.1,6.5,03-01-2024,20-05-2024,138,0.72
IND07180,West Bengal,Alluvial,Wheat,19.4,7.2,29.6,192.5,50.9,2.2,03-06-2024,05-09-2024,94,0.49
IND07181,Maharashtra,Red,Maize,15,6.9,24,165.1,82.9,36.9,18-04-2024,07-09-2024,142,0.49
IND07182,Haryana,Alluvial,Rice,14.8,7,32.5,22.7,47.3,15,10-07-2024,13-10-2024,95,0.41
IND07183,Uttar Pradesh,Alluvial,Rice,25.7,7.6,35.2,220.7,67,0,09-03-2024,04-08-2024,148,0.45
IND07184,Punjab,Alluvial,Wheat,40,6.5,25.8,57.2,88.1,24.5,04-06-2024,15-10-2024,133,0.71
IND07185,Uttar Pradesh,Alluvial,Wheat,37.2,7,30.6,79.5,56.5,0,19-03-2024,07-08-2024,141,0.7
IND07186,Kerala,Laterite,Rice,41.2,6.6,27.7,285.3,83.2,0,16-09-2024,12-01-2025,118,0.6
IND07187,Tamil Nadu,Laterite,Groundnut,35.5,7.7,35.6,158.1,49,23.8,11-09-2024,23-01-2025,134,0.49
IND07188,Andhra Pradesh,Black,Cotton,44.1,7,22.8,191,55.8,10.5,21-02-2024,30-07-2024,160,0.77
IND07189,Gujarat,Black,Sugarcane,44.7,7.4,26.9,83.4,54.3,5.7,08-12-2024,28-03-2025,110,0.37
IND07190,Odisha,Laterite,Rice,34.8,7.8,21.7,244.2,66.1,23.4,04-12-2024,25-04-2025,142,0.54
IND07191,Telangana,Black,Wheat,18.8,6.8,22.3,188,45.6,28.9,06-06-2024,19-10-2024,135,0.89
IND07192,Odisha,Alluvial,Wheat,28.2,6.2,39.4,32.9,41.4,33.2,08-10-2024,05-02-2025,120,0.43
IND07193,Telangana,Red,Maize,14.5,7.3,18.8,262.4,61.6,16.6,08-08-2024,05-01-2025,150,0.7
IND07194,Uttar Pradesh,Alluvial,Wheat,18.4,6.6,21.5,230.9,80.3,12.9,17-03-2024,12-08-2024,148,0.56
IND07195,West Bengal,Laterite,Rice,28.3,7.7,31.6,114.6,43.2,13.5,19-08-2024,21-01-2025,155,0.59
IND07196,Gujarat,Black,Wheat,15.2,6.8,23.8,30.3,72,47.3,05-05-2024,17-08-2024,104,0.65
IND07197,Punjab,Alluvial,Rice,38.1,6.2,19.1,86.1,47.1,17.7,12-04-2024,18-07-2024,97,0.63
IND07198,Punjab,Alluvial,Maize,30.6,7.4,27.9,89.5,72.8,11,09-08-2024,05-11-2024,88,0.65
IND07199,Odisha,Laterite,Rice,39.9,6.3,33,274.7,89.2,14.2,09-12-2024,30-04-2025,142,0.39
IND07200,Telangana,Red,Pulses,30.9,6.5,21.9,230.6,74.8,10.2,04-05-2024,09-08-2024,97,0.67
IND07201,Telangana,Red,Millet,13.6,7.2,39.3,217.6,53.5,34.2,20-08-2024,05-12-2024,107,0.74
IND07202,West Bengal,Alluvial,Maize,39.9,7.7,28.8,65.9,79.9,12.8,23-06-2024,04-10-2024,103,0.69
IND07203,Uttar Pradesh,Alluvial,Maize,32.8,6.6,29.5,149.1,59.8,17.6,06-11-2024,05-03-2025,119,0.42
IND07204,Kerala,Laterite,Groundnut,36.7,7.7,34.1,297.6,89.7,0,06-11-2024,12-04-2025,157,0.48
IND07205,Telangana,Red,Groundnut,28.6,7.4,18.6,75.7,82.9,6.1,15-02-2024,24-07-2024,160,0.85
IND07206,Karnataka,Laterite,Groundnut,39.2,7,29.6,47.7,44.3,10,16-03-2024,18-07-2024,124,0.5
IND07207,Haryana,Alluvial,Pulses,21.7,7.5,19.7,60.7,42,44,04-02-2024,02-05-2024,88,0.63
IND07208,Rajasthan,Alluvial,Sugarcane,13,7.5,20.3,230.8,68.5,6.8,02-09-2024,01-01-2025,121,0.89
IND07209,Haryana,Alluvial,Rice,12.4,7.3,26.1,263.2,50.7,10.8,09-08-2024,13-11-2024,96,0.39
IND07210,Rajasthan,Desert,Millet,29.5,6.3,30.3,178.6,64.3,13.2,01-06-2024,09-10-2024,130,0.69
IND07211,Bihar,Alluvial,Sugarcane,26.3,7.1,33.1,24.4,68.6,14.7,23-01-2024,26-05-2024,124,0.68
IND07212,Odisha,Alluvial,Sugarcane,17.7,6.4,39.5,196.3,57.3,18.6,24-07-2024,27-11-2024,126,0.83
IND07213,Punjab,Alluvial,Sugarcane,19.8,6.2,36.1,122.8,83.2,7,24-03-2024,05-08-2024,134,0.38
IND07214,Andhra Pradesh,Red,Groundnut,12,7.3,24.6,90.4,86.2,14.4,19-02-2024,20-05-2024,91,0.88
IND07215,Karnataka,Laterite,Groundnut,41.4,7.2,38.7,244.5,75.7,13.4,25-12-2024,12-05-2025,138,0.49
IND07216,Punjab,Alluvial,Rice,36.9,6.7,18.9,78.5,66.4,10.1,19-09-2024,01-01-2025,104,0.36
IND07217,Tamil Nadu,Red,Pulses,14.3,7,32.7,73.2,49.1,27.8,04-10-2024,12-02-2025,131,0.39
IND07218,Rajasthan,Alluvial,Sugarcane,29.1,7.2,20.6,48.9,72.9,29.4,06-07-2024,04-12-2024,151,0.78
IND07219,Madhya Pradesh,Black,Wheat,34.3,6.7,25.5,139.4,75.5,5.7,16-01-2024,06-05-2024,111,0.69
IND07220,Karnataka,Black,Wheat,43.6,6.1,20.6,103.2,86.2,17,24-08-2024,12-12-2024,110,0.5
IND07221,Kerala,Laterite,Groundnut,16.1,7,19.9,23.7,55.9,44.9,07-09-2024,24-01-2025,139,0.61
IND07222,Gujarat,Alluvial,Maize,12.2,7.4,34.2,152.2,51.4,23.4,19-10-2024,09-03-2025,141,0.74
IND07223,Odisha,Alluvial,Maize,30.3,7,22.5,292.9,41.6,11.2,05-09-2024,27-01-2025,144,0.51
IND07224,Maharashtra,Laterite,Rice,34.1,6.3,24.3,45.8,69,39.6,24-04-2024,14-08-2024,112,0.37
IND07225,Haryana,Alluvial,Sugarcane,17.6,6.8,18.7,239.6,58.1,1,22-05-2024,25-09-2024,126,0.61
IND07226,Tamil Nadu,Laterite,Groundnut,26.5,7.3,31.6,41.5,81.1,31.1,12-03-2024,08-08-2024,149,0.69
IND07227,Bihar,Alluvial,Sugarcane,35.3,6.4,28.9,251,62.7,0,21-06-2024,11-11-2024,143,0.61
IND07228,Gujarat,Black,Wheat,20,6.8,29.2,22.5,60,28.4,21-10-2024,26-02-2025,128,0.72
IND07229,Haryana,Alluvial,Pulses,27.5,7.7,38.4,250.6,81.2,0,17-02-2024,15-06-2024,119,0.65
IND07230,Maharashtra,Laterite,Rice,23.2,7.2,28.3,279.9,81,26.7,05-03-2024,08-06-2024,95,0.79
IND07231,Odisha,Alluvial,Rice,16.6,7,37.8,36.8,60.2,32.2,17-10-2024,17-03-2025,151,0.82
IND07232,Gujarat,Alluvial,Wheat,38.4,7.1,18.6,252,40,17.3,04-05-2024,07-08-2024,95,0.69
IND07233,Haryana,Alluvial,Sugarcane,26.3,6.4,24,151.7,45.5,27,03-03-2024,10-07-2024,129,0.64
IND07234,West Bengal,Alluvial,Sugarcane,16,7.2,32.9,285.7,44.9,20.9,05-06-2024,15-10-2024,132,0.38
IND07235,Kerala,Laterite,Rice,12.3,6.8,35.3,101.9,81.9,7.6,06-08-2024,17-11-2024,103,0.72
IND07236,Haryana,Alluvial,Pulses,34,6.1,39.5,266.2,86.6,19.2,16-11-2024,28-02-2025,104,0.64
IND07237,West Bengal,Laterite,Groundnut,35.3,7.7,20.9,144.4,46.6,12.9,13-03-2024,14-07-2024,123,0.66
IND07238,Karnataka,Red,Maize,22.8,7.2,29,117.2,47,30.9,05-08-2024,26-11-2024,113,0.58
IND07239,Punjab,Alluvial,Rice,27.2,6.5,32.1,119.2,58.5,18.5,02-08-2024,02-11-2024,92,0.7
IND07240,Telangana,Red,Maize,36.6,7.4,39.5,234.1,85,0,20-06-2024,20-11-2024,153,0.87
IND07241,Karnataka,Red,Millet,27.4,6.9,20,234.4,62.5,5.4,04-12-2024,01-03-2025,87,0.39
IND07242,West Bengal,Alluvial,Sugarcane,16.9,6.3,26.2,202.8,63.4,6,15-10-2024,03-02-2025,111,0.46
IND07243,Bihar,Alluvial,Wheat,27.4,6.6,27,267.9,51.3,26.4,03-02-2024,16-06-2024,134,0.63
IND07244,Odisha,Alluvial,Sugarcane,25.4,7.4,29,212.7,57.8,6.7,03-04-2024,03-07-2024,91,0.58
IND07245,Haryana,Alluvial,Pulses,12.7,7.4,32.7,156.9,63,38.4,19-03-2024,06-07-2024,109,0.9
IND07246,Odisha,Alluvial,Maize,15.6,6.2,23,141.2,55.5,29.8,13-08-2024,10-01-2025,150,0.44
IND07247,Haryana,Alluvial,Maize,21.4,7.1,36.3,92.4,63.1,38.9,13-10-2024,16-02-2025,126,0.37
IND07248,Bihar,Alluvial,Wheat,38,6.6,35.3,131.9,61.8,19.1,18-03-2024,05-08-2024,140,0.4
IND07249,Kerala,Laterite,Rice,37.7,6.9,21.8,36.3,41.1,24.8,02-08-2024,16-11-2024,106,0.78
IND07250,Tamil Nadu,Laterite,Groundnut,31.7,6.8,28.3,100.6,72.6,38.2,07-11-2024,07-04-2025,151,0.54
IND07251,Karnataka,Black,Cotton,37.9,6.4,27.6,118.2,51.4,0,20-10-2024,29-01-2025,101,0.36
IND07252,Uttar Pradesh,Alluvial,Maize,23.8,6,31.8,276.3,70.3,22.2,20-02-2024,12-06-2024,113,0.62
IND07253,Uttar Pradesh,Alluvial,Wheat,16.2,6.3,30,187.4,81.9,10.8,01-07-2024,23-10-2024,114,0.88
IND07254,Madhya Pradesh,Black,Cotton,38.6,6.3,37.9,107.1,77.1,13.5,06-04-2024,04-07-2024,89,0.74
IND07255,Odisha,Laterite,Rice,13.5,6.4,33.3,35,64.9,41.5,25-07-2024,26-10-2024,93,0.38
IND07256,Telangana,Black,Cotton,28,6.1,35.1,82.3,84.7,20,22-06-2024,05-11-2024,136,0.5
IND07257,Gujarat,Alluvial,Sugarcane,38.8,7.2,31.1,279.8,62.7,4.8,18-01-2024,23-04-2024,96,0.62
IND07258,Kerala,Laterite,Rice,17.3,6.3,37.1,268.4,71.7,0,03-04-2024,10-09-2024,160,0.56
IND07259,Tamil Nadu,Black,Sugarcane,34.7,6.4,33,160.2,66.5,0,12-01-2024,06-04-2024,85,0.45
IND07260,Maharashtra,Black,Cotton,17.6,7,38.1,86.9,86.6,41.1,20-09-2024,12-01-2025,114,0.52
IND07261,Andhra Pradesh,Black,Sugarcane,13.6,7.4,30,292.6,81.5,12.2,24-04-2024,24-08-2024,122,0.67
IND07262,Maharashtra,Black,Wheat,14,6.7,30.1,235.7,76.1,19.2,01-07-2024,26-09-2024,87,0.82
IND07263,Haryana,Alluvial,Maize,18.5,7.5,25.1,189.5,41,32.7,03-07-2024,11-10-2024,100,0.35
IND07264,West Bengal,Alluvial,Maize,35.7,6.7,24.2,179,54.9,19.8,21-06-2024,16-09-2024,87,0.62
IND07265,Karnataka,Black,Wheat,25.8,7.3,25.3,70.5,70.1,9.2,13-07-2024,03-11-2024,113,0.36
IND07266,West Bengal,Laterite,Groundnut,12.5,7.2,28.4,85,72.6,46.6,21-04-2024,06-08-2024,107,0.43
IND07267,Rajasthan,Alluvial,Pulses,18,6.9,19.9,107.7,48.8,32.5,18-11-2024,14-03-2025,116,0.65
IND07268,Uttar Pradesh,Alluvial,Rice,14.7,7.3,38.1,30.7,84,24.3,07-09-2024,16-01-2025,131,0.79
IND07269,Bihar,Alluvial,Sugarcane,30.4,7.4,33.5,191,54.5,6.6,16-09-2024,22-02-2025,159,0.79
IND07270,Madhya Pradesh,Red,Millet,27.6,7.7,21.7,105.8,85.4,13.7,01-08-2024,03-11-2024,94,0.83
IND07271,Karnataka,Red,Groundnut,43.2,6.2,34.2,140.5,46.8,24.5,19-11-2024,28-03-2025,129,0.57
IND07272,Tamil Nadu,Laterite,Groundnut,17.5,7.6,22.1,100.5,81.5,15.6,20-07-2024,05-12-2024,138,0.49
IND07273,Maharashtra,Black,Cotton,39.5,6.8,23.6,147.7,72,0,05-02-2024,29-06-2024,145,0.72
IND07274,Odisha,Alluvial,Rice,20.4,6.7,25.4,261.1,55.5,19,02-08-2024,24-12-2024,144,0.45
IND07275,Haryana,Alluvial,Maize,27,7.5,35.9,249.5,60.4,4.9,18-12-2024,26-05-2025,159,0.64
IND07276,Odisha,Laterite,Groundnut,22.7,7.1,24.7,178.6,49.5,7.8,24-04-2024,24-09-2024,153,0.62
IND07277,Telangana,Black,Sugarcane,24,6.2,24.5,166.9,84.8,29.4,25-09-2024,03-01-2025,100,0.61
IND07278,Rajasthan,Alluvial,Sugarcane,25.6,6.5,23.4,170.2,71.2,11.5,12-07-2024,17-11-2024,128,0.6
IND07279,Telangana,Black,Wheat,39.6,7.6,25.9,149.1,89.5,0,07-03-2024,27-07-2024,142,0.44
IND07280,Tamil Nadu,Red,Maize,28.4,7.4,37.2,175.3,44.1,19.3,06-06-2024,03-09-2024,89,0.83
IND07281,Uttar Pradesh,Alluvial,Pulses,44.5,7.6,38,152.2,50,14.9,02-01-2024,25-04-2024,114,0.42
IND07282,Andhra Pradesh,Black,Wheat,41.5,6.1,26.7,161.1,70.1,0,09-10-2024,01-02-2025,115,0.54
IND07283,Rajasthan,Desert,Millet,25.3,7.3,32.9,247.9,58.6,28.8,14-07-2024,02-11-2024,111,0.83
IND07284,Uttar Pradesh,Alluvial,Wheat,34,6.3,36.3,93.6,68,0.2,15-06-2024,04-10-2024,111,0.38
IND07285,Karnataka,Laterite,Groundnut,23.9,6.9,31.5,30.9,63.1,29.6,25-09-2024,12-01-2025,109,0.61
IND07286,Tamil Nadu,Black,Sugarcane,19.7,7.4,29.1,138.2,60.7,15.7,23-03-2024,31-07-2024,130,0.78
IND07287,Odisha,Laterite,Rice,13.7,7.3,21.6,264.4,76,19.4,25-05-2024,03-10-2024,131,0.56
IND07288,West Bengal,Alluvial,Wheat,31.9,6.4,25.7,266.9,49.5,0,02-03-2024,23-07-2024,143,0.4
IND07289,Telangana,Black,Wheat,15.6,7.7,26.2,134.6,50.7,31.3,06-05-2024,30-07-2024,85,0.4
IND07290,Bihar,Alluvial,Maize,36.8,7.2,21.8,118.7,67.8,1.1,24-12-2024,15-05-2025,142,0.61
IND07291,Tamil Nadu,Black,Sugarcane,25.6,7.3,23,189,52.9,8.1,16-05-2024,02-10-2024,139,0.37
IND07292,Odisha,Alluvial,Sugarcane,13.6,6.3,21.2,213.3,88.9,25.6,15-06-2024,01-11-2024,139,0.43
IND07293,Uttar Pradesh,Alluvial,Wheat,19,7.6,35.4,155.3,55.1,7.9,09-04-2024,19-08-2024,132,0.44
IND07294,Madhya Pradesh,Black,Cotton,24.2,6.3,22.5,214.8,48.9,20.4,20-07-2024,20-12-2024,153,0.75
IND07295,Andhra Pradesh,Black,Wheat,33.4,7.1,28.2,20.2,45.5,7.8,23-08-2024,29-01-2025,159,0.62
IND07296,Gujarat,Black,Wheat,14.3,6.4,25.9,284.5,73.5,11.5,11-08-2024,08-12-2024,119,0.41
IND07297,Andhra Pradesh,Red,Millet,19,6.2,24.6,114.3,64,30.6,01-01-2024,22-05-2024,142,0.7
IND07298,Karnataka,Red,Maize,33.3,7.5,34,169,80.4,2.4,01-03-2024,27-06-2024,118,0.41
IND07299,Rajasthan,Desert,Millet,14.1,7.2,27.4,52.1,41,19,05-05-2024,15-08-2024,102,0.9
IND07300,Andhra Pradesh,Black,Sugarcane,29.9,6.8,28.6,261.1,88.4,5.4,08-09-2024,12-02-2025,157,0.85
IND07301,Kerala,Laterite,Groundnut,17.8,6.2,29.4,96.2,86.3,8.8,18-03-2024,25-06-2024,99,0.62
IND07302,Odisha,Alluvial,Maize,22.2,6.4,18.1,97.5,75.4,13.9,08-01-2024,13-05-2024,126,0.54
IND07303,Odisha,Alluvial,Maize,27.3,7.5,39.9,118.6,65.8,25.5,19-08-2024,11-12-2024,114,0.81
IND07304,Maharashtra,Red,Maize,13.3,7.6,34.5,148.2,87.4,16.9,09-08-2024,10-12-2024,123,0.87
IND07305,Karnataka,Red,Maize,30.9,6.4,31.6,100.1,47.5,38.4,23-12-2024,21-03-2025,88,0.56
IND07306,Karnataka,Red,Groundnut,41.2,7.6,26.8,131.5,80.2,20.8,15-04-2024,17-07-2024,93,0.57
IND07307,Maharashtra,Red,Pulses,24.9,6.2,21.3,181.2,88.4,9.3,19-02-2024,02-07-2024,134,0.36
IND07308,Haryana,Alluvial,Wheat,44.8,6.2,23.4,120.6,89.3,14.5,07-01-2024,12-04-2024,96,0.52
IND07309,Uttar Pradesh,Alluvial,Wheat,31.2,6.3,24,237.9,48.4,0,20-11-2024,06-04-2025,137,0.69
IND07310,Punjab,Alluvial,Pulses,27.7,6.7,22.2,105.9,65.1,38.9,10-04-2024,01-08-2024,113,0.89
IND07311,Gujarat,Black,Wheat,41.4,7.6,29.4,209.2,49.2,2.4,15-08-2024,21-12-2024,128,0.73
IND07312,Telangana,Black,Sugarcane,40.7,7.6,34.2,125.1,87.4,24.5,10-05-2024,01-10-2024,144,0.67
IND07313,Telangana,Red,Pulses,33.6,6.1,22.6,222.1,42.9,17.3,24-08-2024,13-12-2024,111,0.86
IND07314,Andhra Pradesh,Red,Maize,35.3,7,19.2,243.8,89.7,0,24-12-2024,03-05-2025,130,0.48
IND07315,Kerala,Laterite,Groundnut,43,6.4,30.2,158.2,81.9,12.2,25-02-2024,16-06-2024,112,0.38
IND07316,Andhra Pradesh,Red,Groundnut,33.1,7.1,28.5,108.8,48.5,2.1,21-02-2024,19-05-2024,88,0.88
IND07317,Andhra Pradesh,Red,Millet,30.8,7,25.7,83.9,78.9,15.8,05-01-2024,30-05-2024,146,0.67
IND07318,Uttar Pradesh,Alluvial,Maize,12.8,6.8,34.8,42.6,85.2,49.6,22-07-2024,26-12-2024,157,0.43
IND07319,Telangana,Red,Groundnut,34.7,6.8,33.5,249.1,81.9,0,13-01-2024,04-06-2024,143,0.86
IND07320,Uttar Pradesh,Alluvial,Sugarcane,33.2,7.8,29.4,133.1,44.8,21.7,18-01-2024,16-05-2024,119,0.5
IND07321,Maharashtra,Red,Maize,15.7,6,24.8,77.8,79.9,26.6,18-07-2024,09-12-2024,144,0.72
IND07322,Karnataka,Laterite,Groundnut,43.4,7.5,39,235.2,54.2,5.9,22-05-2024,06-09-2024,107,0.83
IND07323,Madhya Pradesh,Black,Cotton,26.4,7.1,38.2,110.8,53.6,13.9,09-07-2024,21-11-2024,135,0.71
IND07324,Tamil Nadu,Laterite,Groundnut,35.1,7.2,38.7,291.4,88.4,0,02-08-2024,20-12-2024,140,0.54
IND07325,Kerala,Laterite,Groundnut,31.8,6.7,23.7,59.1,53.4,33.5,01-01-2024,24-05-2024,144,0.55
IND07326,Haryana,Alluvial,Rice,17.3,6.4,34.8,177.8,69.8,29.3,22-08-2024,09-01-2025,140,0.49
IND07327,Telangana,Red,Maize,43.1,7.5,20.8,115.5,59.5,0,21-02-2024,04-07-2024,134,0.4
IND07328,Telangana,Red,Millet,16.2,6,22.7,98.9,71.7,6,03-03-2024,03-08-2024,153,0.47
IND07329,Odisha,Alluvial,Maize,37.5,6.3,25.9,119.7,78.8,0,11-06-2024,31-10-2024,142,0.79
IND07330,Karnataka,Laterite,Groundnut,34.3,6.8,28.1,90.7,72.6,15.9,13-12-2024,29-03-2025,106,0.41
IND07331,Punjab,Alluvial,Sugarcane,23.3,6.6,36.1,256.6,58.3,0,08-10-2024,04-02-2025,119,0.53
IND07332,Bihar,Alluvial,Pulses,20.8,6.7,32.3,209.1,55.3,4.5,21-06-2024,09-11-2024,141,0.84
IND07333,Tamil Nadu,Black,Sugarcane,22,7.2,36.6,210,65,0,10-01-2024,15-04-2024,96,0.73
IND07334,West Bengal,Laterite,Groundnut,16,6.1,32,95.1,46.2,29.3,20-05-2024,12-10-2024,145,0.65
IND07335,Haryana,Alluvial,Maize,32.1,6.7,18.9,90.7,89,5.4,07-03-2024,06-06-2024,91,0.78
